,x,y,validity,timestamp_us
0,1095.48876953125,385.9693908691406,Valid,230745292602
1,1067.2757568359375,390.2466125488281,Valid,230745303705
2,1047.71630859375,391.7789611816406,Valid,230745314808
3,1033.388916015625,390.7778625488281,Valid,230745325911
4,1023.2196655273438,387.3262939453125,Valid,230745337014
5,1012.3522338867188,391.23486328125,Valid,230745348117
6,1002.8411865234375,394.4964904785156,Valid,230745359220
7,994.1539916992188,396.1897888183594,Valid,230745370324
8,989.3623046875,398.53643798828125,Valid,230745381427
9,986.1101684570312,400.5133361816406,Valid,230745392530
10,984.4306030273438,402.1949462890625,Valid,230745403633
11,982.9937133789062,403.4670104980469,Valid,230745414736
12,981.2925415039062,404.5670471191406,Valid,230745425839
13,979.81884765625,408.54974365234375,Valid,230745436942
14,976.9168701171875,410.5998229980469,Valid,230745448045
15,974.9576416015625,412.9980773925781,Valid,230745459149
16,973.3671875,414.9339294433594,Valid,230745470252
17,973.4495849609375,413.62725830078125,Valid,230745481355
18,973.5474853515625,412.90948486328125,Valid,230745492458
19,973.626220703125,412.3363952636719,Valid,230745503561
20,973.1932983398438,413.1307678222656,Valid,230745514664
21,973.2263793945312,413.2024230957031,Valid,230745525767
22,973.2555541992188,413.2620544433594,Valid,230745536870
23,973.0840454101562,413.5104064941406,Valid,230745547974
24,971.6036376953125,413.9683837890625,Valid,230745559077
25,966.3826904296875,414.5162048339844,Valid,230745570180
26,934.8450317382812,422.3215026855469,Valid,230745581283
27,851.777587890625,441.07611083984375,Valid,230745592386
28,764.0560913085938,459.7978515625,Valid,230745603489
29,686.9071044921875,478.8550720214844,Valid,230745614592
30,629.951904296875,490.1065368652344,Valid,230745625695
31,589.2136840820312,498.33056640625,Valid,230745636799
32,561.5732421875,504.2760314941406,Valid,230745647902
33,541.5739135742188,509.333984375,Valid,230745659005
34,527.6163330078125,513.053955078125,Valid,230745670108
35,517.7205810546875,519.4882202148438,Valid,230745681211
36,511.52801513671875,524.833740234375,Valid,230745692314
37,508.20758056640625,529.052490234375,Valid,230745703417
38,504.9523620605469,527.8783569335938,Valid,230745714520
39,504.24200439453125,527.3494262695312,Valid,230745725624
40,501.88922119140625,526.50634765625,Valid,230745736727
41,501.5392150878906,529.2719116210938,Valid,230745747830
42,501.3155517578125,531.7882690429688,Valid,230745758933
43,501.83782958984375,534.162109375,Valid,230745770036
44,501.5583190917969,534.4801635742188,Valid,230745781139
45,503.8319091796875,535.0358276367188,Valid,230745792242
46,507.1046447753906,535.7427368164062,Valid,230745803345
47,511.75604248046875,538.4228515625,Valid,230745814449
48,516.1966552734375,541.7240600585938,Valid,230745825552
49,519.24462890625,544.12939453125,Valid,230745836655
50,521.0873413085938,545.5933837890625,Valid,230745847758
51,521.5577392578125,546.4732666015625,Valid,230745858861
52,522.5785522460938,547.7244262695312,Valid,230745869964
53,524.4336547851562,548.2084350585938,Valid,230745881067
54,526.0657958984375,549.2057495117188,Valid,230745892170
55,525.9868774414062,548.8349609375,Valid,230745903274
56,525.4111938476562,549.1381225585938,Valid,230745914377
57,524.2940673828125,549.2745971679688,Valid,230745925480
58,523.1388549804688,550.1183471679688,Valid,230745936583
59,522.9778442382812,550.846923828125,Valid,230745947686
60,522.9315795898438,551.5706176757812,Valid,230745958789
61,523.749755859375,552.5748901367188,Valid,230745969892
62,524.7405395507812,552.7515869140625,Valid,230745980995
63,525.6500854492188,552.4853515625,Valid,230745992099
64,527.2112426757812,553.056396484375,Valid,230746003202
65,526.909912109375,556.638671875,Valid,230746014305
66,529.1427612304688,563.478515625,Valid,230746025408
67,531.5534057617188,573.2484130859375,Valid,230746036511
68,538.4251708984375,594.6104736328125,Valid,230746047614
69,548.5936279296875,634.9246826171875,Valid,230746058717
70,557.318115234375,674.8558349609375,Valid,230746069820
71,564.8046264648438,706.002197265625,Valid,230746080924
72,572.1072998046875,733.634033203125,Valid,230746092027
73,579.3681030273438,755.03857421875,Valid,230746103130
74,583.6100463867188,772.7006225585938,Valid,230746114233
75,584.5389404296875,785.1365966796875,Valid,230746125336
76,584.1732788085938,792.5891723632812,Valid,230746136439
77,582.8368530273438,798.025146484375,Valid,230746147542
78,580.7515869140625,802.4793090820312,Valid,230746158645
79,579.113037109375,806.4046630859375,Valid,230746169749
80,578.6876831054688,808.6259155273438,Valid,230746180852
81,577.843994140625,809.2064208984375,Valid,230746191955
82,576.6436157226562,808.6990356445312,Valid,230746203058
