,x,y,validity,timestamp_us
0,721.8554077148438,450.52581787109375,Valid,162999534741
1,722.0756225585938,450.1173400878906,Valid,162999545844
2,722.5220336914062,449.920654296875,Valid,162999556947
3,722.9994506835938,449.5142822265625,Valid,162999568050
4,723.228271484375,449.10931396484375,Valid,162999579153
5,723.0428466796875,448.96160888671875,Valid,162999590256
6,722.8675537109375,448.7745056152344,Valid,162999601360
7,722.8927001953125,448.69976806640625,Valid,162999612463
8,723.2772827148438,447.9866943359375,Valid,162999623566
9,723.5803833007812,446.352783203125,Valid,162999634669
10,723.54638671875,443.7411193847656,Valid,162999645772
11,723.167236328125,445.1421203613281,Valid,162999656875
12,722.1893920898438,448.6167297363281,Valid,162999667978
13,721.1546630859375,455.17724609375,Valid,162999679081
14,717.8223876953125,461.42364501953125,Valid,162999690185
15,-1920.0,-1080.0,Invalid,162999701288
16,-1920.0,-1080.0,Invalid,162999712391
17,-1920.0,-1080.0,Invalid,162999723494
18,-1920.0,-1080.0,Invalid,162999734597
19,-1920.0,-1080.0,Invalid,162999745700
20,-1920.0,-1080.0,Invalid,162999756803
21,-1920.0,-1080.0,Invalid,162999767906
22,-1920.0,-1080.0,Invalid,162999779010
23,-1920.0,-1080.0,Invalid,162999790113
24,-1920.0,-1080.0,Invalid,162999801216
25,-1920.0,-1080.0,Invalid,162999812319
26,-1920.0,-1080.0,Invalid,162999823422
27,421.18035888671875,501.86529541015625,Valid,162999834525
28,774.998046875,505.0555725097656,Valid,162999845628
29,759.1199951171875,498.94598388671875,Valid,162999856731
30,735.2310180664062,476.77197265625,Valid,162999867835
31,677.4070434570312,440.10504150390625,Valid,162999878938
32,624.7910766601562,398.37188720703125,Valid,162999890041
33,585.0206298828125,362.81494140625,Valid,162999901144
34,555.9089965820312,337.6592712402344,Valid,162999912247
35,537.1304321289062,314.9638977050781,Valid,162999923350
36,526.4861450195312,298.04803466796875,Valid,162999934453
37,520.720947265625,285.4417419433594,Valid,162999945556
38,517.5970458984375,277.01922607421875,Valid,162999956660
39,514.9844970703125,273.0148010253906,Valid,162999967763
40,513.9513549804688,270.5749816894531,Valid,162999978866
41,512.4747924804688,269.1155700683594,Valid,162999989969
42,512.9292602539062,268.4105224609375,Valid,163000001072
43,513.953125,268.91644287109375,Valid,163000012175
44,522.4525146484375,271.8419189453125,Valid,163000023278
45,531.0875244140625,276.7469482421875,Valid,163000034381
46,538.4244384765625,281.03082275390625,Valid,163000045485
