,x,y,validity,timestamp_us
0,882.3070068359375,536.3356323242188,Valid,248537778476
1,881.8458862304688,533.5521240234375,Valid,248537790034
2,882.0482177734375,530.8871459960938,Valid,248537801137
3,882.4995727539062,528.4518432617188,Valid,248537812240
4,882.9345703125,527.0386962890625,Valid,248537823343
5,882.6046142578125,526.4563598632812,Valid,248537834446
6,881.6729125976562,525.6964721679688,Valid,248537845549
7,880.843994140625,525.0053100585938,Valid,248537856652
8,879.6427001953125,522.7520141601562,Valid,248537867755
9,879.173095703125,521.0140991210938,Valid,248537878859
10,879.0430908203125,519.2051391601562,Valid,248537889962
11,879.7472534179688,518.5048217773438,Valid,248537901065
12,880.1688842773438,518.3681640625,Valid,248537912168
13,881.050537109375,516.0802612304688,Valid,248537923271
14,882.1724853515625,514.7427978515625,Valid,248537934374
15,884.0946655273438,513.1548461914062,Valid,248537945477
16,884.6071166992188,514.1810913085938,Valid,248537956580
17,884.89404296875,514.0380249023438,Valid,248537967684
18,884.7235107421875,513.4468383789062,Valid,248537978787
19,884.8392333984375,511.69781494140625,Valid,248537989890
20,884.895751953125,510.47711181640625,Valid,248538000993
21,884.7373657226562,508.9602355957031,Valid,248538012096
22,884.1881713867188,508.1518859863281,Valid,248538023199
23,883.384521484375,509.16790771484375,Valid,248538034302
24,876.529541015625,510.25347900390625,Valid,248538045405
25,862.7095336914062,509.951171875,Valid,248538056509
26,833.3648071289062,504.4365539550781,Valid,248538067612
27,785.33154296875,493.4306945800781,Valid,248538078715
28,736.4677124023438,481.60247802734375,Valid,248538089818
29,695.8397827148438,471.9172668457031,Valid,248538100921
30,664.855712890625,464.80810546875,Valid,248538112024
31,640.7589111328125,459.7247314453125,Valid,248538123127
32,623.1476440429688,456.3914794921875,Valid,248538134230
33,610.149658203125,453.9818115234375,Valid,248538145334
34,601.1657104492188,452.76470947265625,Valid,248538156437
35,594.2742919921875,453.27423095703125,Valid,248538167540
36,589.3518676757812,454.0179138183594,Valid,248538178643
37,585.2977905273438,453.8000793457031,Valid,248538189746
38,581.7340698242188,454.12054443359375,Valid,248538200849
39,579.5447998046875,454.580078125,Valid,248538211952
40,579.4639282226562,456.2884826660156,Valid,248538223055
41,579.6290283203125,456.3638000488281,Valid,248538234159
