,x,y,validity,timestamp_us
0,852.0844116210938,552.2247314453125,Valid,247319371324
1,854.2063598632812,553.1058349609375,Valid,247319383032
2,855.4710693359375,553.3848266601562,Valid,247319394135
3,856.875244140625,553.8507690429688,Valid,247319405238
4,856.791259765625,554.23388671875,Valid,247319416341
5,855.77685546875,554.7274169921875,Valid,247319427444
6,855.1737060546875,555.3458862304688,Valid,247319438547
7,856.3912353515625,555.4451293945312,Valid,247319449650
8,858.946044921875,555.6871948242188,Valid,247319460753
9,860.8718872070312,556.1041870117188,Valid,247319471857
10,862.3434448242188,556.18310546875,Valid,247319482960
11,862.5125122070312,556.3606567382812,Valid,247319494063
12,862.8016357421875,556.604736328125,Valid,247319505166
13,863.2295532226562,557.3079223632812,Valid,247319516269
14,865.484375,557.7876586914062,Valid,247319527372
15,867.5367431640625,558.329833984375,Valid,247319538475
16,867.4138793945312,558.075439453125,Valid,247319549578
17,866.11962890625,557.4625854492188,Valid,247319560682
18,864.6996459960938,556.6693115234375,Valid,247319571785
19,863.308837890625,556.1802368164062,Valid,247319582888
20,861.8616943359375,555.8621826171875,Valid,247319593991
21,853.8316040039062,556.2426147460938,Valid,247319605094
22,833.4837646484375,556.546875,Valid,247319616197
23,799.6261596679688,557.4692993164062,Valid,247319627300
24,756.5924072265625,557.9359130859375,Valid,247319638403
25,718.0001220703125,558.379638671875,Valid,247319649507
26,685.5274047851562,559.3890380859375,Valid,247319660610
27,659.274658203125,559.8319091796875,Valid,247319671713
28,638.6343383789062,559.39501953125,Valid,247319682816
29,622.1398315429688,558.570068359375,Valid,247319693919
30,609.55810546875,558.6484985351562,Valid,247319705022
31,597.9205322265625,559.7933349609375,Valid,247319716125
32,588.8121337890625,560.1622924804688,Valid,247319727228
33,581.6686401367188,559.539794921875,Valid,247319738332
34,575.2687377929688,559.17529296875,Valid,247319749435
35,570.0211791992188,559.1654052734375,Valid,247319760538
36,565.6980590820312,558.4619750976562,Valid,247319771641
37,563.4966430664062,558.0576171875,Valid,247319782744
38,562.3458251953125,556.5241088867188,Valid,247319793847
39,560.9119262695312,555.3824462890625,Valid,247319804950
40,558.1946411132812,554.009521484375,Valid,247319816053
41,555.8768310546875,553.01513671875,Valid,247319827157
42,554.2017211914062,551.8690795898438,Valid,247319838260
43,547.1210327148438,549.0396728515625,Valid,247319849363
44,531.2654418945312,541.994873046875,Valid,247319860466
45,499.6748046875,528.3890991210938,Valid,247319871569
46,462.67840576171875,510.3486328125,Valid,247319882672
47,429.7386779785156,495.1727294921875,Valid,247319893775
48,404.15338134765625,481.8101501464844,Valid,247319904878
49,382.4591979980469,471.4776916503906,Valid,247319915982
50,365.2657775878906,463.23028564453125,Valid,247319927085
